sequence_id	gb_segment_missing	gb_isolate_missing	gb_host_missing	gb_country_missing	gb_collection_year_missing	gb_collection_month_missing	gb_collection_month_day_missing	gb_serotype_missing		
KP339170						SEP				
KP339171						SEP				
KP339172						SEP				
KP339173						SEP				
KP339174						AUG				
KP339175						AUG				
KP339176						AUG				
KP339177						AUG				
KP339178						AUG				
KP339179						AUG				
KP339180						AUG				
KP339181						AUG				
KP339182						AUG				
KP339183						AUG				
KP339184						AUG				
KP339185						AUG				
KP339186						AUG				
KP339187						AUG				
KP339188						AUG				
KP339189						AUG				
KP339190						AUG				
KP339191						AUG				
KP339192						AUG				
KP339193						AUG				
KP339194						SEP				
KP339195						SEP				
KP339196						SEP				
KP339197						SEP				
KP339198						SEP				
KP339199						SEP				
KP339200						SEP				
KP339201						SEP				
KP339202						SEP				
KP339203						SEP				
KP339204						SEP				
KP339205						SEP				
KP339206						SEP				
KP339207						SEP				
KP339208						SEP				
KP339209						SEP				
KP339210						SEP				
KP339211						SEP				
KP339212						SEP				
KP339213						SEP				
KP339214						SEP				
KP339215						SEP				
KP339216						SEP				
KP339217						SEP				
KP339218						SEP				
KP339219						SEP				
KP339220						SEP				
KP339221						SEP				
KP339222						SEP				
KP339223						SEP				
KP339224						SEP				
KP339225						SEP				
KP339226						SEP				
KP339227						SEP				
KP339228						SEP				
KP339229						SEP				
KP339230						SEP				
KP339231						SEP				
KP339232						SEP				
KP339233						SEP				
KP339234						SEP				
KP339235						SEP				
KP339236						SEP				
KP339237						SEP				
KP339238						SEP				
KP339239						SEP				
KP339240						SEP				
KP339241						SEP				
KP339242						SEP				
KP339243						SEP				
KP339244						AUG				
KP339245						AUG				
KP339246						AUG				
KP339247						AUG				
KP339248						AUG				
KP339249						AUG				
KP339250						AUG				
KP339251						AUG				
KP339252						AUG				
KP339253						AUG				
KR061882	2	XJ1407								
KR061883	6	XJ1407								
KR085413	3	XJ1407								
KR085414	4	XJ1407								
KR085415	5	XJ1407								
KR085416	7	XJ1407								
KR085417	8	XJ1407								
KR085418	9	XJ1407								
KR085419	10	XJ1407								
KR815991	1	XJ1407								
KT946752				Israel						
KT946753				Israel						
KT946754				Israel						
KT946755				Israel						
KT946756										
KT946757										
KT946758										
KT946759										
KT946760										
KT946761										
KU355785	2					OCT				
KU710717	2	BTV9/1861/15								
KU710718	7	BTV/1537/14								
KU710719	1	1861/15								
KU744639										
KU744640										
KU744641										
KX164019										
KX164020										
KX164021										
KX164022										
KX164023										
KX164024										
KX164025										
KX164026										
KX164027										
KX164028										
KX164029										
KX164030										
KX164031										
KX164032										
KX164033										
KX164034										
KX164035										
KX164036										
KX164037										
KX164038										
KX164039						SEP				
KX164040						SEP				
KX164041						SEP				
KX164042						SEP				
KX164043						SEP				
KX164044						SEP				
KX164045						SEP				
KX164046						SEP				
KX164047						SEP				
KX164048						SEP				
KX164049										
KX164050										
KX164051										
KX164052										
KX164053										
KX164054										
KX164055										
KX164056										
KX164057										
KX164058										
KX164059										
KX164060										
KX164061										
KX164062										
KX164063										
KX164064										
KX164065										
KX164066										
KX164067										
KX164068										
KX164069										
KX164070										
KX164071										
KX164072										
KX164073										
KX164074										
KX164075										
KX164076										
KX164077										
KX164078										
KX164079										
KX164080										
KX164081										
KX164082										
KX164083										
KX164084										
KX164085										
KX164086										
KX164087										
KX164088										
KX164089										
KX164090										
KX164091										
KX164092										
KX164093										
KX164094										
KX164095										
KX164096										
KX164097										
KX164098										
KX164099										
KX164100										
KX164101										
KX164102										
KX164103										
KX164104										
KX164105										
KX164106										
KX164107										
KX164108										
KX164109						OCT				
KX164110						OCT				
KX164111						OCT				
KX164112						OCT				
KX164113						OCT				
KX164114						OCT				
KX164115						OCT				
KX164116						OCT				
KX164117						OCT				
KX164118						OCT				
KX164119										
KX164120										
KX164121										
KX164122										
KX164123										
KX164124										
KX164125										
KX164126										
KX164127										
KX164128										
KX164129										
KX164130										
KX164131										
KX164132										
KX164133										
KX164134										
KX164135										
KX164136										
KX164137										
KX164138										
KX164139										
KX164140										
KX164141										
KX164142										
KX164143										
KX164144										
KX164145										
KX164146										
KX164147										
KX164148										
KX164149										
KX164150										
KX164151										
KX164152										
KX164153										
KX164154										
KX164155										
KX164156										
KX164157										
KX164158										
KX234078										
KX234079										
KX234080										
KX234081										
KX234082										
KX234083										
KX234084										
KX234085										
KX234086										
KX234087										
KX247938	2									
KX247939	2									
KX302634						NOV				
KX302635						NOV				
KX302636						NOV				
KX302637						NOV				
KX302638						NOV				
KX302639						NOV				
KX302640						NOV				
KX302641						NOV				
KX302642						NOV				
KX302643						NOV				
KX442583										
KX442584										
KX442585										
KX599359										
KX599360										
KX599361										
KX599362										
KX599363										
KX599364										
KX599365										
KX599366										
KX599367										
KX599368										
KX815885	2									
KX815886	2									
LC175356		TO4-3				OCT				
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
